Frequency_Hz	H1_abs_acc1	H2_abs_acc1	Coh_acc1	H1_abs_acc2	H2_abs_acc2	Coh_acc2	H1_abs_acc3	H2_abs_acc3	Coh_acc3	H1_abs_acc4	H2_abs_acc4	Coh_acc4	H1_abs_acc5	H2_abs_acc5	Coh_acc5	H1_abs_acc6	H2_abs_acc6	Coh_acc6
1.84053341e+01	4.89400865e-01	4.90592937e-01	9.97570141e-01	4.60929852e-02	4.83788111e-02	9.52751508e-01	1.08783879e-02	1.74866928e-02	6.22095211e-01	5.95540061e-03	1.80629761e-02	3.29702069e-01	9.51915736e-03	7.32447819e-02	1.29963625e-01	3.99956291e-03	8.11657212e-02	4.92765031e-02
1.84122795e+01	4.96474671e-01	4.96787197e-01	9.99370907e-01	4.71556738e-02	4.83050349e-02	9.76206184e-01	8.49312169e-03	1.34938168e-02	6.29408404e-01	3.15355505e-03	1.60858694e-02	1.96045048e-01	1.17229938e-02	4.55008933e-02	2.57643158e-01	6.74009120e-03	3.32290535e-02	2.02837291e-01
1.84192249e+01	5.03757684e-01	5.04030328e-01	9.99459072e-01	4.58874577e-02	4.63032795e-02	9.91019603e-01	7.68123150e-03	1.08125520e-02	7.10399500e-01	3.42006521e-04	5.28029792e-02	6.47703077e-03	8.01685884e-03	2.83977877e-02	2.82305753e-01	3.50671860e-03	2.97275072e-02	1.17962081e-01
1.84261703e+01	5.08649035e-01	5.09278611e-01	9.98763788e-01	4.48714204e-02	4.55295386e-02	9.85545248e-01	6.11112491e-03	9.67747160e-03	6.31479498e-01	4.49588859e-04	3.48704626e-02	1.28931143e-02	4.32700677e-03	6.48814932e-02	6.66909246e-02	3.55793131e-03	3.26216430e-02	1.09066589e-01
1.84331157e+01	5.17546850e-01	5.17909343e-01	9.99300085e-01	4.59416643e-02	4.65317383e-02	9.87318891e-01	6.67468034e-03	9.09471994e-03	7.33907188e-01	6.41548545e-04	2.12029553e-02	3.02575059e-02	6.25386238e-03	3.38858281e-02	1.84556870e-01	2.80118886e-03	2.53326679e-02	1.10576149e-01
1.84400611e+01	5.14017845e-01	5.14436848e-01	9.99185512e-01	4.45998473e-02	4.51795218e-02	9.87169530e-01	5.44650033e-03	8.71859031e-03	6.24699652e-01	1.26582958e-03	1.33886711e-02	9.45448254e-02	6.79834073e-03	3.46642817e-02	1.96119475e-01	1.41132388e-03	4.32369706e-02	3.26415995e-02
1.84470065e+01	5.22486581e-01	5.22622522e-01	9.99739887e-01	4.47291168e-02	4.52650164e-02	9.88160845e-01	3.42692996e-03	9.59716666e-03	3.57077259e-01	2.59437080e-03	8.75886797e-03	2.96199327e-01	5.93691734e-03	3.88139007e-02	1.52958534e-01	1.85712260e-03	3.74159071e-02	4.96345738e-02
1.84539519e+01	5.18265516e-01	5.18398063e-01	9.99744313e-01	4.44170935e-02	4.49024805e-02	9.89190197e-01	6.50612629e-03	1.03374839e-02	6.29372326e-01	4.54508100e-03	8.49145974e-03	5.35253201e-01	7.72249236e-04	1.71196295e-01	4.51089923e-03	2.38775735e-03	2.87554987e-02	8.30365479e-02
1.84608973e+01	5.21268600e-01	5.21751557e-01	9.99074355e-01	4.38067575e-02	4.48122461e-02	9.77562192e-01	8.26349527e-03	1.26286741e-02	6.54343854e-01	4.98891643e-03	1.06976054e-02	4.66358242e-01	4.59789421e-03	6.36341054e-02	7.22551874e-02	3.39553815e-03	5.44248683e-02	6.23894601e-02
1.84678428e+01	5.22816560e-01	5.23566031e-01	9.98568527e-01	4.41591950e-02	4.53562598e-02	9.73607508e-01	7.66182769e-03	1.38355536e-02	5.53778182e-01	3.82635232e-03	9.74543035e-03	3.92630411e-01	3.12846219e-03	8.64030572e-02	3.62077720e-02	6.40443078e-03	3.68735477e-02	1.73686319e-01
1.84747882e+01	4.93128389e-01	4.94140415e-01	9.97951947e-01	4.19366489e-02	4.43368318e-02	9.45864809e-01	1.20296236e-02	1.78556255e-02	6.73716168e-01	4.02659028e-03	1.29806359e-02	3.10199770e-01	2.45912428e-03	1.53133641e-01	1.60586809e-02	3.02828719e-03	8.93851290e-02	3.38790940e-02
1.84817336e+01	4.89455491e-01	4.90149786e-01	9.98583505e-01	4.28896298e-02	4.42704078e-02	9.68810362e-01	1.06201777e-02	1.72396598e-02	6.16031744e-01	1.71808361e-03	1.97126614e-02	8.71563497e-02	1.49995161e-03	2.63466884e-01	5.69313149e-03	4.52352416e-03	5.49570177e-02	8.23102191e-02
1.84886790e+01	5.01349368e-01	5.01957515e-01	9.98788449e-01	4.55790251e-02	4.61981377e-02	9.86598754e-01	9.55753708e-03	1.27693614e-02	7.48474165e-01	2.82047176e-03	1.01483803e-02	2.77923342e-01	2.89864957e-03	6.29895300e-02	4.60179583e-02	8.75634011e-03	2.38312074e-02	3.67431660e-01
1.84956244e+01	5.04276670e-01	5.05356632e-01	9.97862971e-01	4.65082736e-02	4.72399969e-02	9.84510515e-01	8.19085467e-03	1.08223695e-02	7.56844852e-01	1.88590509e-03	2.37884393e-02	7.92782186e-02	5.74182945e-03	4.01498253e-02	1.43010073e-01	3.91344053e-03	5.18233793e-02	7.55149623e-02
1.85025698e+01	5.07319186e-01	5.07909271e-01	9.98838208e-01	4.76516204e-02	4.81779439e-02	9.89075426e-01	7.33080041e-03	1.05051599e-02	6.97828543e-01	8.59571784e-04	2.98669646e-02	2.87800181e-02	4.59371977e-03	4.25861784e-02	1.07868795e-01	2.34704117e-03	5.02530441e-02	4.67044577e-02
1.85095152e+01	5.05306460e-01	5.05825822e-01	9.98973239e-01	4.50050765e-02	4.59144766e-02	9.80193610e-01	5.69252349e-03	9.79730662e-03	5.81029431e-01	8.45606076e-04	2.67712840e-02	3.15863100e-02	6.61600461e-03	3.19483844e-02	2.07084168e-01	3.47914745e-03	4.36010748e-02	7.97949929e-02
1.85164606e+01	5.10858550e-01	5.10989689e-01	9.99743363e-01	4.30365501e-02	4.36990180e-02	9.84840210e-01	4.16486192e-03	8.69131146e-03	4.79198328e-01	1.76095537e-03	1.27878198e-02	1.37705677e-01	3.88695219e-03	4.93642674e-02	7.87401979e-02	1.11551750e-03	9.42620258e-02	1.18342194e-02
1.85234060e+01	5.14801477e-01	5.14888991e-01	9.99830033e-01	4.25442035e-02	4.29090346e-02	9.91497569e-01	4.91282807e-03	8.51377671e-03	5.77044505e-01	2.84634446e-03	9.64662227e-03	2.95061254e-01	2.79426052e-03	6.09431101e-02	4.58503105e-02	3.33438599e-03	1.79465131e-02	1.85795757e-01
1.85303514e+01	5.22489274e-01	5.22835362e-01	9.99338056e-01	4.29681177e-02	4.36527179e-02	9.84317123e-01	4.12213110e-03	1.02427579e-02	4.02443478e-01	3.63808769e-03	1.05728262e-02	3.44097938e-01	1.17304332e-02	2.54802707e-02	4.60373176e-01	2.51047406e-03	3.87049886e-02	6.48617697e-02
1.85372968e+01	5.25417239e-01	5.25796488e-01	9.99278714e-01	4.56119457e-02	4.66675005e-02	9.77381375e-01	3.22864847e-03	9.16660500e-03	3.52218566e-01	2.85828106e-03	1.04820646e-02	2.72683023e-01	6.96565722e-03	5.17330727e-02	1.34646114e-01	5.47651856e-04	1.48905911e-01	3.67783825e-03
1.85442423e+01	5.11126697e-01	5.11721921e-01	9.98836822e-01	4.14003103e-02	4.34091510e-02	9.53723107e-01	5.78900839e-03	1.01215375e-02	5.71949508e-01	2.52887655e-03	1.07132649e-02	2.36050968e-01	1.31612488e-02	4.79266622e-02	2.74612256e-01	2.99745433e-03	4.17014294e-02	7.18789349e-02
1.85511877e+01	5.09193423e-01	5.09416781e-01	9.99561543e-01	4.36724678e-02	4.55340287e-02	9.59117150e-01	8.02228091e-03	1.25341997e-02	6.40031361e-01	3.55654755e-03	9.60441466e-03	3.70303415e-01	1.27920215e-02	3.87403705e-02	3.30198739e-01	4.95330593e-03	3.94865007e-02	1.25443021e-01
1.85581331e+01	5.09111659e-01	5.09825274e-01	9.98600275e-01	4.50463670e-02	4.59559136e-02	9.80208280e-01	1.06957533e-02	1.27313653e-02	8.40110471e-01	5.05235126e-03	8.95594517e-03	5.64133786e-01	5.74125604e-03	5.07130590e-02	1.13210604e-01	3.00372800e-03	3.09917124e-02	9.69203625e-02
1.85650785e+01	5.05043828e-01	5.06722867e-01	9.96686475e-01	4.64305514e-02	4.74593860e-02	9.78321791e-01	9.78045864e-03	1.34512112e-02	7.27106169e-01	6.40179357e-03	1.42585020e-02	4.48980796e-01	4.30613564e-03	9.81532547e-02	4.38715522e-02	3.32125825e-03	3.93782385e-02	8.43424789e-02
1.85720239e+01	5.08418323e-01	5.09531519e-01	9.97815255e-01	4.70455867e-02	4.80367115e-02	9.79367348e-01	8.22216947e-03	1.10859540e-02	7.41674506e-01	5.80867600e-03	1.15102463e-02	5.04652622e-01	2.18390221e-02	3.25607968e-02	6.70715223e-01	4.07849168e-03	3.40050017e-02	1.19937994e-01
1.85789693e+01	4.98661719e-01	4.99458082e-01	9.98405545e-01	4.40478654e-02	4.54487998e-02	9.69175548e-01	9.46685333e-03	1.20409745e-02	7.86219865e-01	2.59673955e-03	1.60547103e-02	1.61743158e-01	1.64905029e-02	3.93891286e-02	4.18656200e-01	2.43119309e-03	6.63992645e-02	3.66147594e-02
1.85859147e+01	5.07759943e-01	5.08036614e-01	9.99455413e-01	4.28126703e-02	4.37723344e-02	9.78076014e-01	8.85647796e-03	1.13744592e-02	7.78628489e-01	6.29962425e-04	4.40820835e-02	1.42906681e-02	6.91487233e-03	5.55126833e-02	1.24563828e-01	3.57188068e-03	3.53342448e-02	1.01088355e-01
1.85928601e+01	5.13000236e-01	5.13257974e-01	9.99497839e-01	4.39768612e-02	4.44979988e-02	9.88288516e-01	8.89839447e-03	1.10145640e-02	8.07875327e-01	7.09124820e-04	2.33433203e-02	3.03780615e-02	5.82248970e-03	2.72011059e-02	2.14053418e-01	7.09981835e-03	1.83797884e-02	3.86284009e-01
1.85998055e+01	5.15670517e-01	5.16562973e-01	9.98272319e-01	4.33721096e-02	4.41058309e-02	9.83364528e-01	7.71998812e-03	1.12305121e-02	6.87411943e-01	2.29788110e-03	1.16664728e-02	1.96964510e-01	1.02053674e-02	3.04525861e-02	3.35123176e-01	4.83412865e-03	2.78622577e-02	1.73500967e-01
1.86067509e+01	5.20700591e-01	5.21355709e-01	9.98743435e-01	4.50858730e-02	4.58090844e-02	9.84212491e-01	6.54206563e-03	9.82622626e-03	6.65776002e-01	2.80582786e-03	6.29353954e-03	4.45826684e-01	6.30473376e-03	3.28267264e-02	1.92060996e-01	2.85237513e-03	3.20448925e-02	8.90118488e-02
1.86136963e+01	5.12271670e-01	5.12764654e-01	9.99038577e-01	4.19036244e-02	4.30519127e-02	9.73327820e-01	5.66846954e-03	1.10664495e-02	5.12221153e-01	3.32073809e-03	7.56223319e-03	4.39121356e-01	7.51571599e-03	3.51494831e-02	2.13821523e-01	3.64350110e-03	3.57312575e-02	1.01969574e-01
1.86206418e+01	5.18176643e-01	5.18366438e-01	9.99633859e-01	4.28551563e-02	4.37788657e-02	9.78900563e-01	5.19581061e-03	1.02314867e-02	5.07825573e-01	2.58434757e-03	1.42465583e-02	1.81401536e-01	9.80723106e-03	4.65286814e-02	2.10778186e-01	5.49711299e-03	3.03527344e-02	1.81107669e-01
1.86275872e+01	5.17115365e-01	5.17648876e-01	9.98969357e-01	4.55089363e-02	4.59425881e-02	9.90561007e-01	6.48472458e-03	8.03113872e-03	8.07447712e-01	2.62161558e-03	1.02814366e-02	2.54985337e-01	1.85864209e-03	1.17194589e-01	1.58594531e-02	2.00118552e-03	4.88426218e-02	4.09721150e-02
1.86345326e+01	5.10029593e-01	5.11526371e-01	9.97073899e-01	4.46617463e-02	4.56340767e-02	9.78692888e-01	5.15105401e-03	8.93200897e-03	5.76696019e-01	5.36233547e-03	1.27726494e-02	4.19829536e-01	4.70688952e-03	7.33787921e-02	6.41450940e-02	6.96618259e-03	3.43896216e-02	2.02566422e-01
1.86414780e+01	5.08369227e-01	5.09417036e-01	9.97943123e-01	4.45462498e-02	4.55089841e-02	9.78845181e-01	4.21207518e-03	9.98124427e-03	4.21999008e-01	7.21135456e-03	1.20387474e-02	5.99012033e-01	4.28342070e-03	9.43610866e-02	4.53939315e-02	1.16995441e-02	2.23310147e-02	5.23914579e-01
1.86484234e+01	4.97290072e-01	4.97893275e-01	9.98788489e-01	4.15155555e-02	4.27441796e-02	9.71256342e-01	5.19396963e-03	1.01180801e-02	5.13335495e-01	6.26386993e-03	1.16621621e-02	5.37110519e-01	6.81249969e-03	4.76081965e-02	1.43095101e-01	1.16226963e-02	1.85865991e-02	6.25326678e-01
1.86553688e+01	5.01885283e-01	5.02519189e-01	9.98738543e-01	4.33024879e-02	4.46196421e-02	9.70480394e-01	5.86333413e-03	1.25875484e-02	4.65804296e-01	2.86604865e-03	1.11005973e-02	2.58188688e-01	2.96872508e-03	9.41824541e-02	3.15209994e-02	8.98590164e-03	1.95042406e-02	4.60715279e-01
1.86623142e+01	5.08796834e-01	5.09451429e-01	9.98715097e-01	4.38459924e-02	4.44631527e-02	9.86119736e-01	8.15986067e-03	1.04518978e-02	7.80706128e-01	3.57264250e-03	7.67099018e-03	4.65734204e-01	2.14793976e-03	5.84666511e-02	3.67378621e-02	8.38776914e-03	1.43889835e-02	5.82929930e-01
1.86692596e+01	5.10413446e-01	5.11865474e-01	9.97163262e-01	4.30949045e-02	4.38736673e-02	9.82249880e-01	7.39581219e-03	1.07395625e-02	6.88651165e-01	5.84367883e-03	1.05420672e-02	5.54320012e-01	1.14235110e-03	1.90835144e-01	5.98606250e-03	4.52444943e-03	2.69787051e-02	1.67704470e-01
1.86762050e+01	5.08072182e-01	5.08866876e-01	9.98438306e-01	4.24729954e-02	4.35078437e-02	9.76214672e-01	7.59619231e-03	1.17080022e-02	6.48803456e-01	5.43381289e-03	1.10521948e-02	4.91650120e-01	1.07351676e-03	2.65646106e-01	4.04115378e-03	2.37880121e-03	5.27097013e-02	4.51302350e-02
1.86831504e+01	5.03728595e-01	5.04088749e-01	9.99285536e-01	3.87936282e-02	3.97326354e-02	9.76366855e-01	9.45577968e-03	1.23685443e-02	7.64502226e-01	3.79096272e-03	1.03551795e-02	3.66093386e-01	5.11484994e-03	5.29280972e-02	9.66377067e-02	2.65143655e-03	5.57672851e-02	4.75446590e-02
1.86900958e+01	5.16137614e-01	5.16504076e-01	9.99290495e-01	4.13989253e-02	4.22098810e-02	9.80787540e-01	8.90372724e-03	1.16795016e-02	7.62337944e-01	1.56467641e-03	2.37548953e-02	6.58675354e-02	6.26036210e-03	5.27981925e-02	1.18571523e-01	2.94368076e-03	3.59472008e-02	8.18890120e-02
1.86970413e+01	5.19394649e-01	5.19854680e-01	9.99115077e-01	4.23017213e-02	4.28908457e-02	9.86264566e-01	9.57355157e-03	1.21831552e-02	7.85802316e-01	6.66584727e-04	2.96165517e-02	2.25071688e-02	7.44537544e-03	2.70420647e-02	2.75325702e-01	3.59959087e-03	2.37030245e-02	1.51862091e-01
1.87039867e+01	5.16000870e-01	5.16819842e-01	9.98415363e-01	4.18158967e-02	4.30479320e-02	9.71379919e-01	9.59948145e-03	1.48411142e-02	6.46816763e-01	6.28868128e-04	3.98409395e-02	1.57844703e-02	3.56605447e-03	6.50953581e-02	5.47820087e-02	3.85361003e-03	2.89717203e-02	1.33012814e-01
1.87109321e+01	5.11972584e-01	5.12608785e-01	9.98758894e-01	4.36244384e-02	4.51526753e-02	9.66154010e-01	8.93729402e-03	1.33022232e-02	6.71864688e-01	1.10648833e-03	2.61100736e-02	4.23778328e-02	2.91844379e-03	7.57823630e-02	3.85108575e-02	5.47010130e-03	2.31443604e-02	2.36347050e-01
1.87178775e+01	5.01256586e-01	5.01659911e-01	9.99196020e-01	4.10810272e-02	4.22962974e-02	9.71267695e-01	1.02275793e-02	1.35128018e-02	7.56880725e-01	3.41541873e-03	7.84842962e-03	4.35172243e-01	2.12092379e-03	8.97917048e-02	2.36204869e-02	3.62525236e-03	3.13137578e-02	1.15771872e-01
1.87248229e+01	5.09448128e-01	5.09943888e-01	9.99027815e-01	4.15786574e-02	4.23569976e-02	9.81624283e-01	9.78843551e-03	1.26084869e-02	7.76337048e-01	2.12540470e-03	1.05626011e-02	2.01219821e-01	4.72079875e-03	3.56851323e-02	1.32290353e-01	4.47007792e-03	2.05902236e-02	2.17097105e-01
1.87317683e+01	5.10980305e-01	5.11810963e-01	9.98377023e-01	4.44039682e-02	4.51651876e-02	9.83145881e-01	8.53415057e-03	1.18003569e-02	7.23211228e-01	7.33724157e-04	2.41716460e-02	3.03547453e-02	3.86770734e-03	5.12282359e-02	7.54995222e-02	3.58625610e-03	2.86133920e-02	1.25334882e-01
1.87387137e+01	5.02688837e-01	5.04212525e-01	9.96978083e-01	4.31919332e-02	4.44527396e-02	9.71637148e-01	6.78830976e-03	1.20674400e-02	5.62531055e-01	1.08711417e-03	2.74021106e-02	3.96726438e-02	4.16994613e-03	9.75118353e-02	4.27634873e-02	4.42743321e-03	3.28552993e-02	1.34755528e-01
1.87456591e+01	5.04215455e-01	5.05119312e-01	9.98210606e-01	4.42584081e-02	4.54660076e-02	9.73439507e-01	6.06130569e-03	1.40396252e-02	4.31728453e-01	4.69265391e-03	1.16866404e-02	4.01540027e-01	6.96885888e-03	7.07735143e-02	9.84670459e-02	1.30249526e-03	8.37578835e-02	1.55507184e-02
1.87526045e+01	4.98493669e-01	4.99049348e-01	9.98886525e-01	4.22060602e-02	4.33146021e-02	9.74407201e-01	6.48644117e-03	1.31005046e-02	4.95129107e-01	6.05623597e-03	1.05972235e-02	5.71492708e-01	2.70007308e-03	1.22700619e-01	2.20053746e-02	4.59950752e-03	2.73473791e-02	1.68188239e-01
1.87595499e+01	5.10866798e-01	5.11369215e-01	9.99017507e-01	4.07087695e-02	4.14149557e-02	9.82948522e-01	4.89727085e-03	1.06168020e-02	4.61275518e-01	3.04613155e-03	1.44962046e-02	2.10133041e-01	4.94699934e-03	4.83210596e-02	1.02377708e-01	4.42529879e-03	1.91331046e-02	2.31290158e-01
1.87664953e+01	5.13680642e-01	5.14171745e-01	9.99044865e-01	4.16375536e-02	4.21609589e-02	9.87585545e-01	5.34606183e-03	9.19806153e-03	5.81216142e-01	2.91749840e-03	1.27628686e-02	2.28592686e-01	7.70808335e-03	4.01960103e-02	1.91762399e-01	2.28176002e-03	4.30401557e-02	5.30146786e-02
1.87734408e+01	5.13584112e-01	5.14313955e-01	9.98580937e-01	4.12644882e-02	4.22717011e-02	9.76172880e-01	4.01796430e-03	1.06897938e-02	3.75869207e-01	2.48057850e-03	1.17661845e-02	2.10822676e-01	4.40866228e-03	6.30170474e-02	6.99598356e-02	2.62325183e-03	5.10005152e-02	5.14357908e-02
1.87803862e+01	5.12313004e-01	5.12624094e-01	9.99393142e-01	4.08251829e-02	4.19816324e-02	9.72453442e-01	3.46833635e-03	1.03558700e-02	3.34915014e-01	2.50691959e-03	1.22406378e-02	2.04803021e-01	4.54349949e-03	4.38643013e-02	1.03580802e-01	5.40261189e-03	2.70139113e-02	1.99993693e-01
1.87873316e+01	5.09095914e-01	5.09314659e-01	9.99570511e-01	3.96046569e-02	4.04158800e-02	9.79928111e-01	6.70274269e-03	9.47185848e-03	7.07648104e-01	1.03170281e-03	2.42926540e-02	4.24697448e-02	5.47011039e-03	3.47958548e-02	1.57205806e-01	3.23059309e-03	3.65671189e-02	8.83469408e-02
1.87942770e+01	5.14031457e-01	5.14637531e-01	9.98822328e-01	4.25854975e-02	4.31829314e-02	9.86165044e-01	7.28909834e-03	9.10215181e-03	8.00810456e-01	2.87229124e-03	1.00275368e-02	2.86440358e-01	4.69398536e-03	4.64697821e-02	1.01011564e-01	3.52988655e-03	3.26150261e-02	1.08228844e-01
1.88012224e+01	5.16411670e-01	5.17508165e-01	9.97881201e-01	4.30667493e-02	4.40911119e-02	9.76767141e-01	7.22121439e-03	9.43673623e-03	7.65223719e-01	4.27829037e-03	1.01680096e-02	4.20759867e-01	5.28556930e-03	3.04603426e-02	1.73522976e-01	1.79242582e-03	4.84365890e-02	3.70056162e-02
1.88081678e+01	5.03403747e-01	5.04952187e-01	9.96933492e-01	4.08573249e-02	4.30842664e-02	9.48311955e-01	8.26168791e-03	1.20563831e-02	6.85254262e-01	4.67690848e-03	1.28332241e-02	3.64437529e-01	4.77575669e-03	8.91984035e-02	5.35408315e-02	2.45123331e-03	7.06242940e-02	3.47080753e-02
1.88151132e+01	5.01011504e-01	5.01506365e-01	9.99013251e-01	4.22424484e-02	4.37935896e-02	9.64580634e-01	1.14071957e-02	1.41468033e-02	8.06344405e-01	2.92633581e-03	1.28295502e-02	2.28093406e-01	3.29289709e-03	1.04547916e-01	3.14965348e-02	3.71429827e-03	3.90949390e-02	9.50071381e-02
1.88220586e+01	5.02148363e-01	5.02760484e-01	9.98782480e-01	4.12113551e-02	4.22469740e-02	9.75486555e-01	1.05151357e-02	1.31485761e-02	7.99716686e-01	1.70444688e-03	1.68852319e-02	1.00943054e-01	5.40296514e-03	4.22762482e-02	1.27801434e-01	4.24210835e-03	3.34896293e-02	1.26669313e-01
1.88290040e+01	5.10696183e-01	5.11772872e-01	9.97896158e-01	4.20192617e-02	4.31437402e-02	9.73936462e-01	8.67826537e-03	1.24079150e-02	6.99413672e-01	2.22252766e-03	1.38827335e-02	1.60092943e-01	8.67204679e-03	4.20323336e-02	2.06318471e-01	3.21715840e-03	3.79779290e-02	8.47112647e-02
1.88359494e+01	5.09342586e-01	5.10484955e-01	9.97762190e-01	4.23134153e-02	4.39464055e-02	9.62841325e-01	8.96560828e-03	1.30362001e-02	6.87747060e-01	1.54197618e-03	1.97147828e-02	7.82142108e-02	8.37903039e-03	4.93458646e-02	1.69802079e-01	2.31490877e-03	4.28533613e-02	5.40193043e-02
1.88428948e+01	5.04436676e-01	5.05297965e-01	9.98295484e-01	4.05483994e-02	4.28196420e-02	9.46957926e-01	9.42616370e-03	1.46289224e-02	6.44351199e-01	2.54020320e-03	1.23115590e-02	2.06326688e-01	4.75762106e-03	7.02407108e-02	6.77330995e-02	6.96033263e-04	2.12164643e-01	3.28062798e-03
1.88498403e+01	5.06741151e-01	5.07034503e-01	9.99421436e-01	3.94346397e-02	4.05909044e-02	9.71514191e-01	9.64595801e-03	1.23155619e-02	7.83233285e-01	2.26920186e-03	9.36564478e-03	2.42289977e-01	3.07094898e-03	8.26438278e-02	3.71588425e-02	6.76724712e-04	1.40902956e-01	4.80277159e-03
1.88567857e+01	5.11883437e-01	5.12492952e-01	9.98810687e-01	4.00130284e-02	4.07172684e-02	9.82704143e-01	8.99635412e-03	1.13600025e-02	7.91932407e-01	2.15818355e-03	1.22851196e-02	1.75674607e-01	5.57920622e-03	4.97629837e-02	1.12115589e-01	1.67396884e-04	4.37264837e-01	3.82827224e-04
1.88637311e+01	5.15829753e-01	5.16779994e-01	9.98161228e-01	4.15405671e-02	4.20639127e-02	9.87558323e-01	8.27089440e-03	1.05308868e-02	7.85393913e-01	1.29772698e-03	2.39772000e-02	5.41233747e-02	4.09722281e-03	7.64851950e-02	5.35688353e-02	2.44467927e-03	3.79087099e-02	6.44885904e-02
1.88706765e+01	5.09904772e-01	5.10957307e-01	9.97940072e-01	4.05114571e-02	4.14895272e-02	9.76426097e-01	7.31662745e-03	1.25806041e-02	5.81579977e-01	1.21476679e-03	2.25073976e-02	5.39718902e-02	2.61763883e-03	1.23115371e-01	2.12616737e-02	1.69827311e-03	5.18307032e-02	3.27657740e-02
1.88776219e+01	5.06227627e-01	5.06814512e-01	9.98842011e-01	4.08702275e-02	4.22976179e-02	9.66253644e-01	4.75174415e-03	1.38945202e-02	3.41986919e-01	3.32904356e-03	1.19200594e-02	2.79280785e-01	3.24553344e-03	7.53515036e-02	4.30719134e-02	5.10462538e-03	3.27820723e-02	1.55713932e-01
1.88845673e+01	5.05556781e-01	5.05864514e-01	9.99391670e-01	4.03504476e-02	4.12477551e-02	9.78245907e-01	5.45207481e-03	1.11402553e-02	4.89403039e-01	4.74677548e-03	8.74102496e-03	5.43045639e-01	1.03054430e-02	2.50840718e-02	4.10836129e-01	3.38788864e-03	4.22900876e-02	8.01107029e-02
1.88915127e+01	5.06288111e-01	5.07203214e-01	9.98195786e-01	3.94753349e-02	4.03598682e-02	9.78083840e-01	5.02890716e-03	1.31173518e-02	3.83378232e-01	3.25158324e-03	1.14404977e-02	2.84216940e-01	1.22486566e-02	2.88375119e-02	4.24747345e-01	2.33434665e-03	5.72086335e-02	4.08040973e-02
1.88984581e+01	5.08276659e-01	5.09203568e-01	9.98179689e-01	4.14550680e-02	4.24418503e-02	9.76749781e-01	4.57492973e-03	1.19767065e-02	3.81985624e-01	1.31562920e-03	2.40337694e-02	5.47408599e-02	8.28741154e-03	3.22457336e-02	2.57008001e-01	3.71472565e-03	2.95010253e-02	1.25918527e-01
1.89054035e+01	4.99115282e-01	5.00101452e-01	9.98028061e-01	4.18551269e-02	4.36658355e-02	9.58532601e-01	4.37626180e-03	1.14293359e-02	3.82897294e-01	3.39737598e-03	1.35180775e-02	2.51320942e-01	4.40616788e-03	6.00530437e-02	7.33712667e-02	1.36298429e-03	1.16167692e-01	1.17329033e-02
1.89123489e+01	4.97508691e-01	4.97913734e-01	9.99186519e-01	3.90142012e-02	4.01201905e-02	9.72433099e-01	4.69967813e-03	1.08665113e-02	4.32491903e-01	4.54629058e-03	1.02427635e-02	4.43853903e-01	3.47325510e-03	1.20197437e-01	2.88962492e-02	3.16998174e-03	6.22335591e-02	5.09368544e-02
1.89192943e+01	5.03699720e-01	5.04107512e-01	9.99191062e-01	4.03987014e-02	4.12852947e-02	9.78525203e-01	5.79265831e-03	9.39129734e-03	6.16811299e-01	3.69447558e-03	7.07546601e-03	5.22152968e-01	8.99217567e-03	2.92375311e-02	3.07555917e-01	3.86893909e-03	2.77358782e-02	1.39492215e-01
1.89262398e+01	5.06126832e-01	5.07144103e-01	9.97994118e-01	4.01522836e-02	4.11946394e-02	9.74696809e-01	5.61684328e-03	9.58597583e-03	5.85943818e-01	3.50031396e-03	1.28599363e-02	2.72187504e-01	9.35696357e-03	4.04170144e-02	2.31510509e-01	3.01382301e-03	3.15863453e-02	9.54153760e-02
1.89331852e+01	5.10250746e-01	5.10907153e-01	9.98715213e-01	4.07418719e-02	4.16769481e-02	9.77563707e-01	4.37709171e-03	8.88374754e-03	4.92707801e-01	3.38771690e-03	1.15486417e-02	2.93343319e-01	4.82509529e-03	6.25042045e-02	7.71963315e-02	4.03581397e-03	1.95702308e-02	2.06222094e-01
1.89401306e+01	5.01018685e-01	5.01479621e-01	9.99080848e-01	4.01878998e-02	4.15854606e-02	9.66393044e-01	3.44140957e-03	1.10839284e-02	3.10486450e-01	3.84854240e-03	1.25099032e-02	3.07639663e-01	1.26134590e-03	2.99662481e-01	4.20922197e-03	3.83417565e-03	3.05472976e-02	1.25516034e-01
1.89470760e+01	5.07721398e-01	5.07836613e-01	9.99773126e-01	3.96856453e-02	4.06870166e-02	9.75388433e-01	4.33239474e-03	1.16880907e-02	3.70667448e-01	2.61850050e-03	1.27456008e-02	2.05443473e-01	2.83833978e-03	1.33140152e-01	2.13184357e-02	2.34962754e-03	4.57987521e-02	5.13033093e-02
1.89540214e+01	5.10974577e-01	5.11122158e-01	9.99711261e-01	3.97926041e-02	4.05242588e-02	9.81945267e-01	4.68892833e-03	8.42297776e-03	5.56682976e-01	1.36077184e-03	1.96219984e-02	6.93492992e-02	1.29531314e-03	1.27959013e-01	1.01228754e-02	3.95726060e-03	1.84880925e-02	2.14043747e-01
